articleFileName,citationNumCrossRef,citationSourceCrossRef,CitationNumGoogle
"2014florack_kleber_busch_stöhr@journal of consumer psychology~detaching the ties of ownership - the effects of hand washing on the exchange of endowed products",12,"<International Journal of Information Management><The Journal of Social Psychology><Marketing Letters><European Review of Social Psychology><Journal of the Association for Consumer Research><Journal of the Association for Consumer Research><International Journal of Psychology><Scientific Reports><Model-Based Reasoning in Science and Technology><Journal of Consumer Psychology><Scientific Reports><Journal of Consumer Psychology>",26
"2014gardner_wansink_kim_park@journal of consumer psychology~better moods for better eating - - how mood influences food choice",66,"<Handbook of Research on Contemporary Consumerism><Consumer Psychology Review><British Food Journal><Mentálhigiéné és Pszichoszomatika><Context><Transactions of Japan Society of Kansei Engineering><International Journal of Psychophysiology><British Food Journal><Psychology & Marketing><Journal of Consumer Behaviour><Consumer Psychology Review><Journal of Marketing Theory and Practice><Handbook of Eating and Drinking><BRQ Business Research Quarterly><Nutrition Today><Food Quality and Preference><Food Research International><Journal of Retailing and Consumer Services><Journal of Consumer Research><Journal of the Association for Consumer Research><International Journal of Pharmaceutical and Healthcare Marketing><Computers in Human Behavior><Consumer Psychology Review><Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity><Journal of Consumer Psychology><ECONOMIA AGRO-ALIMENTARE><The Korean Journal of Consumer and Advertising Psychology><Food Quality and Preference><Journal of Consumption Culture><Journal of Experimental Social Psychology><International Journal of Gastronomy and Food Science><Acta Psychologica><Environment and Behavior><Food Quality and Preference><Revue Européenne de Psychologie Appliquée/European Review of Applied Psychology><Appetite><International Journal of Gastronomy and Food Science><Journal of Marketing Research><SSRN Electronic Journal><Journal of Consumer Psychology><Journal of Consumer Psychology><Food, Culture & Society><Current Opinion in Psychology><American Journal of Public Health><Food Quality and Preference><Health Education Journal><Cahiers de Nutrition et de Diététique><Current Opinion in Psychology><British Food Journal><Journal of the Association for Consumer Research><SSRN Electronic Journal><Journal of Consumer Psychology><British Journal of Health Psychology><Journal of Physiological Anthropology><Advances in Nutrition><Psychology & Marketing><Journal of Consumer Psychology><SSRN Electronic Journal><Journal of Physiological Anthropology><Psychology & Health><Journal of Consumer Research><Frontiers in Psychology><Nutrients><Frontiers in Psychology><Nutrients><American Journal of Lifestyle Medicine>",124
"2014hadi_valenzuela@journal of consumer psychology~a meaningful embrace - contingent effects of embodied cues of affection",6,"<Consumer Psychology Review><Analyzing Attachment and Consumers' Emotions><Journal of the Association for Consumer Research><Journal of Promotion Management><Journal of Consumer Research><Hacettepe Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi>",18
"2014haws_winterich_naylor@journal of consumer psychology~seeing the world through green-tinted glasses - green consumption values and responses to environmentally friendly products",144,"<Journal of Consumer Psychology><Green Marketing as a Positive Driver Toward Business Sustainability><Psychology & Marketing><International Journal of Consumer Studies><Psychology & Marketing><Biokunststoffe unter dem Blickwinkel der Nachhaltigkeit und Kommunikation><Journal of Business Ethics><Marketing Intelligence & Planning><International Journal of Retail & Distribution Management><Consumer Psychology Review><Journal of Operations Management><Sustainable Development><International Journal of Consumer Studies><Journal of Economic Surveys><The Journal of Finance><Journal of Product Innovation Management><Asia Pacific Journal of Marketing and Logistics><Journal of Cleaner Production><Food Quality and Preference><Journal of Cleaner Production><Cognition><Food Hydrocolloids><BRQ Business Research Quarterly><Appetite><Journal of Interactive Marketing><Innovative Marketing><Sustainable Production and Consumption><Journal of Business Research><Food Quality and Preference><Young Consumers><Dyes and Pigments><Civil Society: The Engine for Economic and Social Well-Being><Journal of Business Research><Journal of Cleaner Production><Journal of Cleaner Production><Marketing Intelligence & Planning><Journal of Environmental Planning and Management><European Journal of Marketing><Sustainable Production and Consumption><Sustainable Luxury, Entrepreneurship, and Innovation><Towards a Sustainable Bioeconomy: Principles, Challenges and Perspectives><Journal of Travel Research><Journal of Cleaner Production><Journal of Fashion Marketing and Management: An International Journal><Journal of Business Ethics><Journal of Environmental Psychology><Journal of Environmental Psychology><Journal of Cleaner Production><Journal of Cleaner Production><Journal of Consumer Research><Corporate Social Responsibility and Environmental Management><Corporate Social Responsibility and Environmental Management><Psychology & Marketing><British Food Journal><Journal of Advertising Research><European Journal of Marketing><Journal of Environmental Psychology><Journal of Business Research><Food Systems Sustainability and Environmental Policies in Modern Economies><Journal of Environmental Management><SAGE Open><Journal of China Tourism Research><Management of Environmental Quality: An International Journal><Energy Policy><Social Neuroscience><Journal of Marketing Research><Journal of Public Policy & Marketing><Global Business Review><Journal of Business Ethics><Journal of Cleaner Production><Journal of Cleaner Production><Transportation Research Part D: Transport and Environment><Advances in Advertising Research (Vol. VII)><Journal of Environmental Management><Natural Hazards><Journal of Business Ethics><Journal of Public Policy & Marketing><Journal of Marketing Research><Journal of Environmental Psychology><Review of Managerial Science><Journal of Business Research><Journal of Cleaner Production><Sustainable Production and Consumption><Journal of Environmental Psychology><Emotions and Organizational Governance><AMS Review><Supply Chain Management: An International Journal><Journal of Public Policy & Marketing><Journal of Environmental Psychology><Journal of Consumer Marketing><Current Opinion in Psychology><Journal of Retailing and Consumer Services><Journal of Food Products Marketing><Journal of Cleaner Production><Journal of Services Marketing><Customer Needs and Solutions><Food Policy><International Journal of Culture, Tourism and Hospitality Research><ECONOMIA AGRO-ALIMENTARE><Journal of Business Research><Journal of Consumer Research><Journal of Environmental Psychology><SSRN Electronic Journal><Psychology & Marketing><Journal of Consumer Psychology><International Journal of Consumer Studies><Journal of Marketing><Journal of Business Ethics><Current Opinion in Psychology><SSRN Electronic Journal><International Journal of Consumer Studies><Production and Operations Management><SSRN Electronic Journal><Journal of Business Ethics><International Journal of e-Education, e-Business, e-Management and e-Learning><Journal of Business Ethics><Journal of International Consumer Marketing><Journal of Consumer Research><Journal of Business Ethics><Journal of Travel Research><Journal of Business Ethics><British Food Journal><International Journal of Sustainable Transportation><Services Marketing Quarterly><Sustainability><Environmental Science and Pollution Research><Asia Pacific Journal of Marketing and Logistics><European Journal of Marketing><Jindal Journal of Business Research><Akdeniz Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi><Uluslararası İktisadi ve İdari İncelemeler Dergisi><Journal of Product & Brand Management><Dokuz Eylül Üniversitesi Sosyal Bilimler Enstitüsü Dergisi><Sustainability><Sustainability><Journal of Foodservice Business Research><Social Marketing Quarterly><Erciyes Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi><The International Journal for the Psychology of Religion><Journal of the Association for Consumer Research><Pamukkale Journal of Eurasian Socioeconomic Studies><Sustainability>",261
"2014herman_polivy@journal of consumer psychology~models, monitoring, and the mind - comments on wansink and chandon's “slim by design”",10,"<European Journal of Marketing><Journal of Psychopharmacology><Journal of Marketing Research><Appetite><Appetite><Appetite><Journal of Consumer Psychology><SSRN Electronic Journal><Frontiers in Psychology><Frontiers in Nutrition>",14
"2014hoegg_scott_morales_dahl@journal of consumer psychology~the flip side of vanity sizing - how consumers respond to and compensate for larger than expected clothing sizes",14,"<Journal of Consumer Research><Journal of Consumer Research><Journal of Travel Research><Journal of Industrial Distribution & Business><Journal of Retailing and Consumer Services><Journal of Retailing and Consumer Services><European Journal of Marketing><Journal of Fashion Marketing and Management: An International Journal><Journal of Consumer Research><Journal of Consumer Psychology><Journal of Retailing and Consumer Services><Journal of Public Policy & Marketing><Journal of Marketing Management><Journal of Marketing Management>",35
"2014huang_zhang_hui_wyer@journal of consumer psychology~warmth and conformity - the effects of ambient temperature on product preferences and financial decisions",32,"<Journal of Retailing and Consumer Services><Food Quality and Preference><International Journal of Hospitality Management><Journal of Sensory Studies><Journal of Retailing and Consumer Services><Journal of Environmental Psychology><Journal of Retailing and Consumer Services><Journal of Business Research><Food Quality and Preference><Consumer Psychology Review><Journal of Consumer Behaviour><Journal of Experimental Social Psychology><Behavioural Public Policy><International Journal of Research in Marketing><Psychology><International Journal of Research in Marketing><European Journal of Social Psychology><The Korean Journal of Consumer and Advertising Psychology><Journal of Marketing & Distribution><Journal of Consumer Behaviour><Journal of Consumer Psychology><Journal of Consumer Research><Journal of Consumer Psychology><Frontiers in Psychology><Frontiers in Human Neuroscience><Journal of Marketing><Frontiers in Human Neuroscience><Journal of Marketing><ISPRS International Journal of Geo-Information><Journal of Consumer Psychology><Human Communication Research><Social Psychology>",69
"2014janiszewski_wyer@journal of consumer psychology~content and process priming - a review",64,"<Journal of Retailing and Consumer Services><Consumer Psychology Review><Advances in Computing and Intelligent Systems><Psychophysiology><Journal of Food Products Marketing><Journal of Business Venturing><Marken als politische Akteure><Journal of Behavioral Medicine><Journal of Business Research><Communication & Sport><The International Review of Retail, Distribution and Consumer Research><Journal of Business Research><Journal of Services Marketing><Toward a Better Understanding of Rule-Breaking Market Behavior><Journal of Consumer Marketing><International Journal of Strategic Communication><Klare Ziele, klare Grenzen><Food Quality and Preference><Journal of Retailing><Journal of Consumer Research><The Journal of Primary Prevention><Consumer Psychology><Consumer Psychology Review><Journal of Consumer Psychology><International Journal of Consumer Studies><Communication Monographs><International Journal of Advertising><Journal of Business Research><Journal of Public Policy & Marketing><Religion, Brain & Behavior><Appetite><The International Review of Retail, Distribution and Consumer Research><Social Neuroscience><Journal of Product & Brand Management><Malaria Journal><International Journal of Research in Marketing><Appetite><SSRN Electronic Journal><Journal of Consumer Behaviour><Journal of Food Science><Current Opinion in Psychology><Social Marketing Quarterly><Current Opinion in Psychology><BAR - Brazilian Administration Review><Zeitschrift für Psychologie><Journal of Leisure Research><Psychology & Marketing><International Journal of Accounting Information Systems><Research in Organizational Behavior><Journal of Information Science><Psychology & Marketing><Paidéia (Ribeirão Preto)><Journal of Consumer Psychology><PeerJ><Frontiers in Psychology><Journal of Planning Education and Research><Human Communication Research><Journal of Business Ethics><Qualitative Research in Accounting & Management><Studia sportiva><Psychology & Marketing><Revista de Psicología Social><Journal of Vacation Marketing><Journal of Travel Research>",115
"2014jiang_lei@journal of consumer psychology~the effect of food toppings on calorie estimation and consumption",7,"<Journal of Consumer Psychology><Current Opinion in Food Science><Learning & Behavior><Consumer Psychology Review><Journal of Foodservice Business Research><Journal of Public Policy & Marketing><European Journal of Marketing>",17
"2014kareklas_brunel_coulter@journal of consumer psychology~judgment is not color blind - the impact of automatic color preference on product and advertising preferences",17,"<Impacts of Online Advertising on Business Performance><Journal of Business Research><Journal of Marketing Theory and Practice><SSRN Electronic Journal><Journal of Business Research><HCI in Business, Government, and Organizations><Displays><Journal of Retailing><Management of Organizations: Systematic Research><Journal of Retailing><Journal of the Association for Consumer Research><Procedia - Social and Behavioral Sciences><Journal of the Academy of Marketing Science><Psychology & Marketing><Sustainability><Psychology & Marketing>",47
"2014krishna_schwarz@journal of consumer psychology~sensory marketing, embodiment, and grounded cognition - a review and introduction",99,"<Journal of Retailing and Consumer Services><Journal of Business Research><Tourism Management><Psychology & Marketing><Haptic Sensation and Consumer Behaviour><Haptic Sensation and Consumer Behaviour><Journal of Retailing and Consumer Services><Journal of Consumer Research><International Journal of Hospitality Management><Journal of Retailing and Consumer Services><Food Quality and Preference><Journal of Brand Management><Journal of Retailing><Acta Psychologica><Visuomenės sveikata><Journal of Interactive Marketing><Multisensory Packaging><Optimizing Millennial Consumer Engagement With Mood Analysis><Advanced Methodologies and Technologies in Digital Marketing and Entrepreneurship><Food Quality and Preference><Psychology & Marketing><Psychology & Marketing><Journal of Consumer Psychology><Journal of Consumer Psychology><Health Psychology Open><Journal of Business & Industrial Marketing><Design Science><International Journal of Contemporary Hospitality Management><Young Consumers><Journal of Experimental Social Psychology><International Journal of Retail & Distribution Management><Journal of Place Management and Development><Journal of Retailing><Journal of Marketing Research><Journal of Consumer Research><Journal of Business Research><Journal of Research in Interactive Marketing><International Journal of Strategic Decision Sciences><Encyclopedia of Information Science and Technology, Fourth Edition><Journal of Consumer Research><Virtual, Augmented and Mixed Reality: Applications in Health, Cultural Heritage, and Industry><Journal of Hospitality & Tourism Research><Journal of Veterinary Behavior><International Journal of Retail & Distribution Management><Food Quality and Preference><International Journal of Advertising><Australasian Marketing Journal (AMJ)><Journal of Consumer Psychology><Human Brain Mapping><Management of Organizations: Systematic Research><SSRN Electronic Journal><Journal of the Association for Consumer Research><Journal of Business Research><Journal of Marketing Management><The Journal of Saramdaum Education><Journal of Experimental Social Psychology><The Korean Journal of Consumer and Advertising Psychology><Journal of the Association for Consumer Research><Journal of Retailing><Journal of Business Research><Journal of the Association for Consumer Research><Journal of Experimental Social Psychology><Journal of the Association for Consumer Research><TerminologyTerminology. International Journal of Theoretical and Applied Issues in Specialized Communication><Current Opinion in Psychology><Journal of Marketing Research><Journal of Marketing Management><Tourism Management Perspectives><Appetite><Social and Personality Psychology Compass><Journal of Consumer Psychology><Food Quality and Preference><Social Cognition><Journal of Economic Psychology><Journal of Consumer Psychology><Journal of Consumer Psychology><Journal of Marketing Communications><Journal of Advertising Research><Journal of Services Marketing><Journal of Services Marketing><Journal of Business Ethics><Journal of Consumer Marketing><DYNA><Journal of Consumer Research><Journal of Marketing and Consumer Behaviour in Emerging Markets><Frontiers in Psychology><Visual Communication><Journal of Consumer Research><Frontiers in Psychology><Journal of Product & Brand Management><Japanese Psychological Research><Journal of Consumer Psychology><Journal of Computer Information Systems><Journal of Travel & Tourism Marketing><Journal of Consumer Research><Psychology & Marketing><International Journal on Interactive Design and Manufacturing (IJIDeM)>",228
"2014larson_redden_elder@journal of consumer psychology~satiation from sensory simulation - evaluating foods decreases enjoyment of similar foods",38,"<Food Quality and Preference><Journal of Marketing><International Journal of Food Design><Appetite><Journal of Consumer Psychology><Journal of Consumer Psychology><Psychology & Marketing><Journal of Business Research><Handbook of Eating and Drinking><Health Psychology Open><International Journal of Contemporary Hospitality Management><Journal of Retailing><Appetite><Personality and Social Psychology Bulletin><Innovative Food Science & Emerging Technologies><Annual Review of Psychology><Food Quality and Preference><Physiology & Behavior><Presence: Teleoperators and Virtual Environments><Food, Culture & Society><Journal of Business Research><Geoforum><Journal of Consumer Research><Critical Reviews in Food Science and Nutrition><Journal of the Association for Consumer Research><Journal of Consumer Psychology><Journal of Marketing Research><Journal of Marketing Research><Appetite><Appetite><Brain and Cognition><Social and Personality Psychology Compass><Journal of Cognitive Neuroscience><Journal of Cognitive Psychology><Journal of Consumer Psychology><Frontiers in Psychology><Journal of Consumer Marketing><Journal of Marketing Communications>",88
"2014lee_choi_li@journal of consumer psychology~regulatory focus as a predictor of attitudes toward partitioned and combined pricing",16,"<Journal of Retailing and Consumer Services><Journal of Business Research><Journal of Retailing><Review of Managerial Science><Quantitative Marketing and Economics><Journal of Business Research><Journal of Business Economics><Journal of International Marketing><Journal of Retailing and Consumer Services><Journal of Consumer Psychology><Journal of Indian Business Research><Journal of Economic Psychology><Frontiers in Psychology><Journal of Marketing Research><Journal of Consumer Marketing><Revista Eletrônica de Ciência Administrativa>",34
"2014lee_rotman_perkins@journal of consumer psychology~embodied cognition and social consumption - self-regulating temperature through social products and behaviors",10,"<Annals of Tourism Research><International Journal of Strategic Decision Sciences><Consumer Psychology><International Journal of Spa and Wellness><Journal of Business Research><Psychology & Marketing><Journal of Consumer Psychology><Journal of Consumer Psychology><Frontiers in Psychology><Journal of the Association for Consumer Research>",24
"2014mai_hoffmann@journal of consumer psychology~accents in business communication - an integrative model and propositions for future research",19,"<Neuropsychologia><English Pronunciation Teaching and Research><Applied Linguistics Review><Lingua><Journal of Business Research><Journal of English for Academic Purposes><European Journal of Social Psychology><Journal of Business Research><Work, Employment and Society><Journal of Business Research><Journal of Consumer Psychology><International Journal of Applied Linguistics><Journal of Global Marketing><Journal of Language and Social Psychology><Journal of China Tourism Research><Recherche et pratiques pédagogiques en langues de spécialité - Cahiers de l APLIUT><Journal of Language and Social Psychology>",57
"2014marin_reimann_castaño@journal of consumer psychology~metaphors and creativity - direct, moderating, and mediating effects",12,"<Economic Research-Ekonomska Istraživanja><Proceedings of the Art and Design International Conference (AnDIC 2016)><Journal of Consumer Marketing><Social Psychological and Personality Science><Recherche et Applications en Marketing (English Edition)><The International Encyclopedia of Communication Theory and Philosophy><Journal of Consumer Psychology><Frontiers in Psychology><International Journal of Advertising><The Journal of Creative Behavior>",30
"2014mathur_block_yucel‐aybat@journal of consumer psychology~the effects of goal progress cues - an implicit theory perspective",12,"<Consumer Psychology Review><Psychology & Marketing><The Journal of Creative Behavior><Journal of Advertising><Journal of Consumer Behaviour><Psychology & Marketing><SSRN Electronic Journal><Journal of the Association for Consumer Research><Thinking Skills and Creativity><Journal of Consumer Psychology><Journal of Consumer Marketing><Journal of Consumer Research>",15
"2014mcferran_aquino_tracy@journal of consumer psychology~evidence for two facets of pride in consumption - findings from luxury brands",48,"<Global Branding><International Journal of Research in Marketing><Sustainable Business><Journal of Business Research><Academy of Management Annals><Journal of Business Research><Journal of Business Research><Journal of Retailing><International Journal of Tourism Research><Psychology & Marketing><Psychology & Marketing><Psychology & Marketing><Journal of Relationship Marketing><Journal of the Association for Consumer Research><Journal of Retailing and Consumer Services><Academy of Asian Business Review><Journal of the Association for Consumer Research><Journal of Consumer Psychology><Psychology & Marketing><Journal of Product Research><Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung><Journal of Distribution Science><Journal of Distribution Science><Scientific Reports><Journal of Environmental Psychology><International Marketing Review><Journal of Business Research><European Journal of Marketing><Personality and Social Psychology Review><EWHA MANAGEMENT REVIEW><Psychology & Marketing><Current Opinion in Psychology><Journal of Distribution Science><Current Opinion in Psychology><Handbook of Research on Global Fashion Management and Merchandising><Journal of Cleaner Production><Journal of Consumer Psychology><Understanding Consumer Behavior and Consumption Experience><Journal of Consumer Research><International Review of Economics><Journal of Consumer Research><Journal of the Association for Consumer Research><Business: Theory and Practice><Frontiers in Psychology><Corporate Reputation Review><Journal of International Consumer Marketing><Global Business Review>",85
"2014meert_pandelaere_patrick@journal of consumer psychology~taking a shine to it - how the preference for glossy stems from an innate need for water",20,"<Journal of Consumer Psychology><Journal of Retailing><Food Quality and Preference><Empirical Studies of the Arts><International Journal of Advertising><Evolutionary Psychology><Journal of Consumer Research><Current Opinion in Psychology><Journal of Physiological Anthropology><Advances in Integrative Medicine><The Handbook of Evolutionary Psychology><Journal of Consumer Psychology><Frontiers in Neural Circuits><Journal of Product & Brand Management><Marketing Letters><Proceedings of the Nutrition Society><International Journal of Environmental Research and Public Health><Journal of the Academy of Marketing Science><Cellulose><Foods>",39
"2014moore_fitzsimons@journal of consumer psychology~yes, we have no bananas - consumer responses to restoration of freedom",10,"<Journal of Retailing and Consumer Services><European Journal of Marketing><Journal of Consumer Psychology><International Journal of Pharmaceutical and Healthcare Marketing><Mathematical Problems in Engineering><Journal of Consumer Psychology><Journal of the Association for Consumer Research><Recherche et Applications en Marketing (English Edition)><Journal of Travel Research><Recherche et Applications en Marketing (French Edition)>",13
"2014morwitz@journal of consumer psychology~insights from the animal kingdom",5,"<Journal of Business Research><Organization & Environment><Marketing Letters><The Handbook of Evolutionary Psychology><PLOS ONE>",6
"2014motyka_grewal_puccinelli_roggeveen_avnet_daryanto_ruyter_wetzels@journal of consumer psychology~regulatory fit - a meta-analytic synthesis",56,"<Social Psychology in Action><Psychological Inquiry><Nonprofit Management and Leadership><Studies in Second Language Acquisition><Journal of Business Research><Journal of Experimental Social Psychology><European Review of Social Psychology><Journal of the Academy of Marketing Science><Journal of Service Theory and Practice><Personality and Individual Differences><Australasian Marketing Journal (AMJ)><Appetite><Journal of Service Research><Neurobiology of the Placebo Effect Part II><International Journal of Nonprofit and Voluntary Sector Marketing><British Journal of Health Psychology><Journal of Retailing and Consumer Services><Marketing Intelligence & Planning><European Journal of Marketing><Management Science><Journal of the Academy of Marketing Science><Review of General Psychology><Journal of Consumer Behaviour><Psychophysiology><Journal of Marketing Management><Journal of Business Research><International Marketing of Higher Education><Australasian Marketing Journal (AMJ)><Journal of the Academy of Marketing Science><Current Opinion in Psychology><Personality and Individual Differences><Electronic Commerce Research and Applications><Personality and Social Psychology Bulletin><Journal of Consumer Marketing><Revista de Administração de Empresas><Journal of Business Research><Psychology & Marketing><Journal of Consumer Psychology><Journal of Marketing><Journal of Consumer Marketing><, ><Current Directions in Psychological Science><Communication Monographs><European Journal of Marketing><Journal of Product & Brand Management><Frontiers in Psychology><Asia Pacific Journal of Marketing and Logistics><Human Resource Development Review><Journal of the Academy of Marketing Science><International Journal of Psychology><Applied Psychology: Health and Well-Being><British Journal of Psychology><The Journal of Psychology><Journal of Marketing><Journal of the Academy of Marketing Science><Journal of Family and Economic Issues>",98
"2014ostinelli_luna_ringberg@journal of consumer psychology~when up brings you down - the effects of imagined vertical movements on motivation, performance, and consumer behavior",16,"<Proactive Images for Pre-Service Teachers><Annals of Tourism Research><Journal of Consumer Psychology><Journal of Retailing><Consumer Psychology><Journal of Business Research><Food Quality and Preference><Journal of Consumer Psychology><Psychology of Bilingualism><Journal of the Association for Consumer Research><Journal of the Association for Consumer Research><Journal of the Association for Consumer Research><Journal of Business Research><Journal of Behavioral Decision Making><Journal of Consumer Psychology><Journal of Advertising>",31
"2014park_bae@journal of consumer psychology~different routes to metacognitive judgments - the role of accuracy motivation",3,"<International Journal of Information Management><Personality and Social Psychology Bulletin><Managing Sport and Leisure>",6
"2014petersen_hamilton@journal of consumer psychology~confidence via correction - the effect of judgment correction on consumer confidence",3,"<Journal of Enterprise Information Management><Journal of Consumer Psychology><Revista de Psicología Social>",3
"2014rick_pereira_burson@journal of consumer psychology~the benefits of retail therapy - making purchase decisions reduces residual sadness",28,"<Journal of Consumer Research><Consumer Psychology Review><Computers in Human Behavior><Journal of Retailing><Psychology & Marketing><Journal of Police and Criminal Psychology><Technological Forecasting and Social Change><Journal of Fashion Marketing and Management: An International Journal><Personality and Individual Differences><Journal of Consumer Research><Animals on Television><Journal of the Association for Consumer Research><Social Psychology><Journal of Political Power><Self and Identity><Asia Pacific Journal of Marketing and Logistics><Journal of Consumer Psychology><Journal of Marketing Management><European Journal of Marketing><Services Marketing Quarterly><Frontiers in Psychology><Frontiers in Psychology><Journal of Consumer Research><PLOS ONE><Asia Pacific Journal of Marketing and Logistics><Journal of Marketing Management><International Journal of Environmental Research and Public Health><International Journal on Interactive Design and Manufacturing (IJIDeM)>",54
"2014roberto_pomeranz_fisher@journal of consumer psychology~the need for public policies to promote healthier food consumption - a comment on wansink and chandon (2014)",19,"<BMC Public Health><Appetite><Critical Reviews in Food Science and Nutrition><Journal of Consumer Affairs><Public Health><BMC Public Health><Appetite><Journal of Business Research><Appetite><BMC Obesity><Appetite><Social Science & Medicine><Public Health Nutrition><Journal of Consumer Psychology><SSRN Electronic Journal><Journal of Medical Internet Research><PLOS ONE><Journal of Public Policy & Marketing><Journal of Consumer Psychology>",30
"2014roehm_roehm@journal of consumer psychology~consumer responses to parodic ads",8,"<Handbuch Markenführung><Journal of Business Research><Journal of Business Ethics><Journal of Advertising Research><Handbuch Markenführung><The Communication Review><SSRN Electronic Journal><International Journal of Advertising>",10
"2014rucker_tormala_petty_briñol@journal of consumer psychology~consumer conviction and commitment - an appraisal-based framework for attitude certainty",57,"<Journal of Retailing and Consumer Services><IEEE Access><Australasian Marketing Journal (AMJ)><International Journal of Hospitality Management><Aggressive Behavior><International Journal of Research in Marketing><Spanish Journal of Marketing - ESIC><American Journal of Health Promotion><International Journal of Advertising><Communication Research><International Journal of Hospitality Management><Journal of Business Research><AUDITING: A Journal of Practice & Theory><Service Science><Self and Identity><Appetite><Social Influence><Management Decision><Consumer Psychology Review><Journal of Experimental Social Psychology><Personality and Social Psychology Bulletin><Personality and Social Psychology Bulletin><Journal of Retailing><Theory & Psychology><Journal of Experimental Social Psychology><Review of General Psychology><SSRN Electronic Journal><Korean Journal of Sport Science><Journal of Consumer Psychology><Current Opinion in Psychology><Journal of Experimental Social Psychology><Journal of Retailing and Consumer Services><Information Systems Research><Journal of Business Research><Revista de Psicología Social><Journal of Interactive Marketing><SSRN Electronic Journal><Journal of Consumer Psychology><Social and Personality Psychology Compass><Journal of Experimental Social Psychology><Journal of Experimental Social Psychology><Revue Européenne de Psychologie Appliquée/European Review of Applied Psychology><International Journal of Advertising><Cognition and Emotion><Personality and Social Psychology Bulletin><Marketing Letters><Journal of Experimental Social Psychology><Media Psychology><Brain Mapping><Journal of Experimental Social Psychology><Social and Personality Psychology Compass><Journal of Consumer Marketing><Online Information Review><Environment and Behavior><Journal of Consumer Research><Self and Identity><Journal of Nonverbal Behavior>",141
"2014semin_palma@journal of consumer psychology~why the bride wears white - grounding gender with brightness",18,"<Journal of Business Research><Food Quality and Preference><Food Quality and Preference><Cognition><SSRN Electronic Journal><Sport Management Review><Philosophical Transactions of the Royal Society B: Biological Sciences><International Journal of Research in Marketing><Journal of Retailing><Journal of Consumer Research><Current Opinion in Psychology><Journal of Marketing Research><The Journal of the Korea Contents Association><Journal of Consumer Psychology><Frontiers in Psychology><Psychological Research><Journal of Consumer Research><Journal of the Academy of Marketing Science>",34
"2014shalev@journal of consumer psychology~implicit energy loss - embodied dryness cues influence vitality and depletion",11,"<Personality and Social Psychology Bulletin><Consumer Psychology><Journal of Business Research><Psychological Research><Journal of Environmental Psychology><Journal of Consumption Culture><Journal of Consumer Psychology><Frontiers in Psychology><Current Psychology><Frontiers in Psychiatry><Frontiers in Human Neuroscience>",20
"2014sobol_darke@journal of consumer psychology~“i'd like to be that attractive, but at least i'm smart” - how exposure to ideal advertising models motivates improved decision-making",11,"<Appetite><Journal of Travel Research><Journal of Industrial Distribution & Business><Journal of Consumer Marketing><Journal of Business Research><Asia Pacific Journal of Marketing and Logistics><Basic and Applied Social Psychology><Journal of Consumer Psychology><Journal of Consumer Psychology><Journal of Marketing Management><Journal of Public Policy & Marketing>",22
"2014spears_yazdanparast@journal of consumer psychology~revealing obstacles to the consumer imagination",22,"<Journal of Business Research><Journal of Retailing and Consumer Services><Journal of Business Research><Journal of Business Research><Journal of Business Research><Asia Pacific Journal of Marketing and Logistics><Information Technology & People><Journal of Consumer Research><Journal of Business Research><SSRN Electronic Journal><Psychological Ownership and Consumer Behavior><Psychological Ownership and Consumer Behavior><Psychological Ownership and Consumer Behavior><European Journal of Marketing><Theoretical Orientations and Practical Applications of Psychological Ownership><Journal of Product & Brand Management><International Journal of Hospitality Management><Journal of Consumer Behaviour><Journal of Marketing><Food Quality and Preference><SSRN Electronic Journal><Psychology & Marketing>",31
"2014steinhart_kamins_mazursky_noy@journal of consumer psychology~effects of product type and contextual cues on eliciting naive theories of popularity and exclusivity",17,"<Annals of Tourism Research><Journal of Business Research><Journal of Business Research><Journal of Personal Selling & Sales Management><Journal of Business Research><Marketing Intelligence & Planning><Journal of Retailing><Journal of Business Research><Journal of Business Research><International Journal of Advertising><Journal of Retailing><Journal of Business Ethics><Food Quality and Preference><Journal of Interactive Advertising><Journal of Travel Research><Foods><Frontiers in Psychology>",30
"2014su_gao@journal of consumer psychology~strategy compatibility - the time versus money effect on product evaluation strategies",9,"<Current Opinion in Psychology><Journal of Retailing><Journal of Economic Psychology><Australasian Marketing Journal (AMJ)><International Journal of Advertising><Journal of Consumer Psychology><Journal of Marketing Research><Journal of Travel Research><Journal of Consumer Research>",17
"2014topolinski_lindner_freudenberg@journal of consumer psychology~popcorn in the cinema - oral interference sabotages advertising effects",17,"<Journal of Business Research><Physics of Life Reviews><Social Cognition><Journal of Economic Psychology><Journal of the Association for Consumer Research><Journal of the Association for Consumer Research><Appetite><Social Psychology><European Journal of Social Psychology><Cognition><Journal of Consumer Psychology><Journal of Cognitive Psychology><SSRN Electronic Journal><Journal of Consumer Psychology><Frontiers in Psychology><Frontiers in Psychology><Journal of Advertising Research>",51
"2014walsh@journal of consumer psychology~attenuating depletion using goal priming",7,"<Psychology & Marketing><International Journal of Consumer Studies><Consciousness and Cognition><Self-Regulation and Ego Control><Journal of Consumer Psychology><Applied Psychology: Health and Well-Being><Appetite>",22
